Date,AAPL,BRK.A,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MRK,MSFT,ORCL,PFE,PG,T,VZ,WFC,WMT,XOM
2006-01-03 00:00:00+00:00,71.85,89300.0,45.12,26.17,217.83,70.82,47.82,32.56,16.09,23.28,22.39,11.99,16.44,46.34,15.84,17.83,25.5,38.48,48.48
2006-01-04 00:00:00+00:00,72.06,89690.0,44.99,26.14,222.84,70.72,48.56,32.38,16.06,23.55,22.5,12.0,16.97,46.43,15.95,18.35,25.2,38.56,48.57
2006-01-05 00:00:00+00:00,71.49,89800.0,44.44,26.07,225.85,71.2,48.35,32.47,16.14,23.59,22.51,12.17,16.99,46.28,15.99,18.56,25.18,38.03,48.33
2006-01-06 00:00:00+00:00,73.34,89500.0,45.25,26.25,233.06,73.31,48.57,32.7,16.29,23.55,22.45,12.48,17.18,46.23,16.19,18.64,25.32,38.19,49.28
2006-01-09 00:00:00+00:00,73.1,89900.0,45.02,26.18,233.68,72.26,48.87,33.23,16.37,23.93,22.41,12.25,17.18,46.58,16.25,18.71,25.32,38.05,49.25
2006-01-10 00:00:00+00:00,77.72,89790.0,45.25,26.04,235.12,72.55,48.96,33.28,16.39,23.7,22.52,12.0,16.89,46.4,16.15,18.79,25.3,38.18,49.64
2006-01-11 00:00:00+00:00,80.64,89410.0,45.7,26.22,236.05,72.64,48.49,33.26,16.4,23.79,22.76,11.99,17.11,46.56,16.28,19.02,25.43,38.77,49.98
2006-01-12 00:00:00+00:00,81.02,89300.0,45.74,25.9,232.05,72.12,48.27,32.65,16.31,23.8,22.64,11.91,16.99,46.05,16.21,19.09,25.14,38.08,49.45
2006-01-13 00:00:00+00:00,82.27,89600.0,46.1,25.97,233.36,71.78,47.97,32.62,16.25,23.79,22.68,11.9,17.05,46.44,16.23,19.13,25.28,37.79,50.56
2006-01-17 00:00:00+00:00,81.42,89300.0,47.25,25.86,233.79,71.63,47.55,32.45,16.14,23.61,22.51,11.83,16.78,46.24,16.13,18.71,25.02,37.42,51.03
2006-01-18 00:00:00+00:00,79.29,89950.0,46.51,25.77,222.68,72.32,48.25,32.1,16.06,23.48,22.38,11.74,16.59,46.48,16.12,18.52,25.42,37.61,50.32
2006-01-19 00:00:00+00:00,75.97,90200.0,47.05,25.66,218.44,71.71,48.24,31.92,16.1,23.69,22.54,11.91,17.26,46.35,16.17,18.68,25.02,38.13,51.0
2006-01-20 00:00:00+00:00,73.13,89500.0,46.68,24.69,199.93,70.21,47.17,31.09,15.77,23.64,22.03,11.69,17.08,45.82,16.05,18.39,24.58,37.46,50.19
2006-01-23 00:00:00+00:00,74.65,89300.0,47.51,24.63,213.96,70.26,47.48,31.27,15.94,23.34,21.98,11.7,17.2,45.66,15.88,18.43,24.62,37.67,50.75
2006-01-24 00:00:00+00:00,73.09,89600.0,47.39,24.39,221.74,69.77,46.06,31.14,16.09,23.3,21.92,11.61,17.0,45.84,16.02,18.36,24.62,38.06,50.55
2006-01-25 00:00:00+00:00,71.32,89850.0,46.79,24.24,216.72,69.83,45.39,31.44,16.19,23.6,22.02,11.9,17.16,46.32,16.37,18.65,24.78,38.27,49.93
2006-01-26 00:00:00+00:00,69.52,89600.0,45.99,24.43,217.35,69.66,45.5,32.35,16.32,24.14,22.11,11.83,17.31,46.6,16.57,18.83,25.01,38.56,49.71
2006-01-27 00:00:00+00:00,69.23,89500.0,46.12,24.38,216.96,69.92,45.55,32.48,16.51,24.67,23.18,11.81,17.96,47.32,16.82,19.11,25.06,38.16,50.82
2006-01-30 00:00:00+00:00,72.09,89290.0,46.4,24.37,213.62,70.45,45.31,32.56,16.43,24.5,23.36,12.0,17.93,46.85,16.92,18.96,24.97,38.63,52.33
2006-01-31 00:00:00+00:00,72.58,89490.0,45.35,24.23,216.55,70.16,44.65,32.48,16.28,24.53,23.48,11.96,17.75,46.92,16.86,18.82,24.92,38.38,52.03
2006-02-01 00:00:00+00:00,72.49,88990.0,44.83,24.52,201.09,70.71,44.89,32.59,16.33,24.64,23.39,11.97,18.0,47.39,17.25,18.9,24.92,38.41,51.37
2006-02-02 00:00:00+00:00,69.3,88690.0,44.69,24.35,198.22,70.1,44.73,32.68,16.22,24.04,23.09,11.79,17.82,47.25,17.23,18.75,24.71,38.53,51.37
2006-02-03 00:00:00+00:00,69.06,88275.0,43.92,24.31,190.97,69.01,44.52,32.3,16.09,24.45,22.97,11.61,17.47,47.28,17.4,18.79,24.6,37.87,50.9
2006-02-06 00:00:00+00:00,64.69,88175.0,44.94,24.23,192.74,68.62,44.11,32.23,16.11,24.05,22.66,11.65,17.34,47.36,17.57,18.76,24.61,37.53,51.38
2006-02-07 00:00:00+00:00,64.97,87700.0,44.1,23.91,184.14,68.91,44.07,32.08,16.14,23.95,22.47,11.77,17.4,46.99,17.49,18.73,24.64,37.24,50.21
2006-02-08 00:00:00+00:00,66.14,87800.0,44.21,24.23,184.72,69.91,45.47,32.36,16.22,24.38,22.45,11.96,18.4,47.11,17.62,19.37,24.72,37.79,50.34
2006-02-09 00:00:00+00:00,62.43,87800.0,43.46,24.36,179.56,69.56,45.43,32.5,16.13,24.41,22.24,12.07,18.38,47.23,17.62,19.42,24.68,38.04,49.95
2006-02-10 00:00:00+00:00,64.7,88000.0,43.24,24.63,181.49,70.36,45.3,32.62,16.2,24.39,22.26,12.07,17.92,47.29,17.85,19.73,24.88,38.08,49.54
2006-02-13 00:00:00+00:00,62.2,88000.0,43.24,24.6,173.02,69.59,45.39,32.5,16.03,24.39,22.01,11.88,17.85,47.09,17.96,19.58,24.85,37.88,49.68
2006-02-14 00:00:00+00:00,65.01,88100.0,42.9,24.76,171.83,70.16,45.82,32.77,16.27,24.65,22.23,11.8,17.79,47.4,18.38,19.93,25.25,38.67,49.64
2006-02-15 00:00:00+00:00,66.53,88000.0,43.08,24.76,171.36,69.95,45.86,32.95,16.27,25.09,22.5,11.81,17.87,47.62,18.39,20.3,25.59,39.03,49.82
2006-02-16 00:00:00+00:00,67.83,87590.0,43.34,24.68,183.41,70.0,45.76,33.36,16.36,25.58,22.44,11.83,18.01,48.11,18.48,20.54,25.77,38.82,50.22
2006-02-17 00:00:00+00:00,67.56,87675.0,44.01,24.87,184.56,69.83,45.83,33.32,16.44,25.63,22.35,11.8,18.02,48.32,18.37,20.68,25.64,38.38,50.47
2006-02-21 00:00:00+00:00,66.4,87390.0,44.58,24.69,183.48,69.65,45.89,33.26,16.47,25.3,22.21,11.74,17.89,48.23,18.28,20.42,25.6,38.08,50.65
2006-02-22 00:00:00+00:00,68.55,87100.0,44.07,24.89,182.93,70.38,45.8,33.84,16.56,25.54,22.36,11.87,18.28,49.07,18.35,20.21,25.95,37.86,50.23
2006-02-23 00:00:00+00:00,68.96,87100.0,43.99,24.8,189.22,69.39,45.46,33.59,16.54,25.17,22.31,11.8,18.24,48.7,18.15,20.16,25.95,38.04,49.87
2006-02-24 00:00:00+00:00,68.68,86950.0,44.38,24.71,188.89,69.3,45.07,34.04,16.62,24.95,22.29,11.85,18.4,48.72,17.91,20.1,26.02,37.83,50.37
2006-02-27 00:00:00+00:00,68.23,87375.0,43.96,24.84,195.39,69.76,45.19,33.98,16.73,25.14,22.64,11.85,18.56,48.6,18.04,20.25,25.99,38.09,49.95
2006-02-28 00:00:00+00:00,65.83,86800.0,43.48,24.51,181.49,69.42,44.98,33.62,16.51,24.78,22.49,11.81,18.28,47.47,17.92,20.03,25.88,37.76,49.49
2006-03-01 00:00:00+00:00,66.42,86900.0,44.07,24.42,182.58,69.13,44.99,34.02,16.65,24.85,22.72,12.19,18.32,47.62,18.25,20.33,26.07,37.58,50.3
2006-03-02 00:00:00+00:00,66.91,87000.0,43.89,24.49,188.41,69.16,45.02,34.04,16.49,24.97,22.57,12.18,18.19,47.17,18.37,20.21,25.73,37.51,50.72
2006-03-03 00:00:00+00:00,65.09,87490.0,43.86,24.65,189.28,69.18,44.84,33.99,16.45,25.02,22.54,12.17,18.38,47.27,18.18,19.96,25.72,37.73,50.83
2006-03-06 00:00:00+00:00,62.94,88100.0,43.0,24.68,184.23,69.21,45.14,33.85,16.51,24.85,22.52,12.15,18.13,47.27,17.55,20.05,25.68,37.56,50.0
2006-03-07 00:00:00+00:00,63.73,88400.0,42.59,24.71,182.41,69.46,45.43,33.9,16.45,24.81,22.65,12.25,18.28,47.77,17.23,19.92,25.99,37.68,49.89
2006-03-08 00:00:00+00:00,63.11,88700.0,42.44,24.92,177.12,70.2,45.83,33.99,16.62,24.93,22.81,12.23,18.26,48.38,17.4,19.88,25.96,37.68,49.77
2006-03-09 00:00:00+00:00,61.45,89800.0,41.92,24.75,171.67,70.1,45.5,33.54,16.68,24.8,22.6,12.21,18.28,48.64,17.5,19.96,25.76,37.66,49.12
2006-03-10 00:00:00+00:00,60.74,89900.0,41.64,25.09,168.92,70.57,46.07,33.61,16.83,24.98,22.74,12.27,18.2,49.31,17.69,20.33,25.9,37.73,49.33
2006-03-13 00:00:00+00:00,63.13,90200.0,42.48,25.1,168.7,70.88,46.1,33.55,16.84,25.3,22.69,12.27,18.12,49.1,17.62,20.4,25.94,37.68,49.72
2006-03-14 00:00:00+00:00,64.7,89750.0,43.38,25.18,175.76,71.71,46.26,33.81,16.96,25.23,22.79,12.33,18.12,47.54,17.75,20.44,26.17,37.91,50.69
2006-03-15 00:00:00+00:00,63.66,89390.0,43.5,25.66,172.42,72.14,46.66,33.68,16.94,25.27,22.9,12.59,18.11,47.45,17.74,20.44,26.16,37.87,50.87
2006-03-16 00:00:00+00:00,61.81,89200.0,44.45,25.63,169.55,71.7,46.83,33.76,16.92,25.36,22.82,12.84,18.18,47.05,17.61,20.52,26.17,38.73,51.38
2006-03-17 00:00:00+00:00,62.15,88800.0,44.02,25.73,170.07,72.07,47.08,33.83,16.96,25.62,23.02,12.94,18.42,46.82,17.54,20.46,26.22,39.01,50.89
2006-03-20 00:00:00+00:00,61.5,89900.0,43.69,25.72,174.27,72.31,47.19,33.87,17.0,25.63,23.34,13.05,18.47,46.88,17.42,20.34,26.25,39.9,50.57
2006-03-21 00:00:00+00:00,59.41,89700.0,43.55,25.6,170.13,72.51,47.26,33.67,16.94,25.8,23.22,12.96,18.36,46.76,17.36,20.42,26.15,40.2,50.62
2006-03-22 00:00:00+00:00,59.27,90000.0,43.49,25.74,170.28,73.06,47.6,34.36,16.95,26.04,22.72,13.31,18.42,47.13,17.49,20.69,26.35,40.19,50.89
2006-03-23 00:00:00+00:00,57.82,90000.0,43.6,25.44,171.12,71.98,47.45,34.35,16.81,26.02,22.47,13.13,18.25,46.46,17.54,20.64,26.19,40.56,51.06
2006-03-24 00:00:00+00:00,57.63,90000.0,44.32,25.31,183.08,72.12,47.12,34.4,16.91,25.91,22.61,13.12,18.16,46.53,17.78,20.79,26.19,40.26,50.99
2006-03-27 00:00:00+00:00,57.2,89900.0,44.82,25.19,185.03,71.88,46.77,34.41,16.8,25.89,22.61,13.17,18.01,46.18,17.74,20.77,26.17,40.06,51.09
2006-03-28 00:00:00+00:00,56.43,89600.0,44.55,25.05,188.79,71.32,46.51,33.96,16.71,25.62,22.51,12.93,17.69,45.57,17.55,20.54,25.82,39.9,50.81
2006-03-29 00:00:00+00:00,59.91,89710.0,45.14,25.3,197.69,71.92,46.44,34.06,16.71,25.73,22.62,13.05,17.61,45.74,17.71,20.82,25.88,40.15,51.08
2006-03-30 00:00:00+00:00,60.31,89660.0,45.05,25.83,194.41,71.98,46.31,33.94,16.69,25.59,22.79,13.11,17.59,45.65,17.55,20.5,25.85,39.82,50.95
2006-03-31 00:00:00+00:00,60.28,90350.0,44.63,25.93,195.2,71.35,46.21,34.03,16.59,25.32,22.77,13.02,17.39,45.65,17.56,20.25,25.74,39.47,50.73
2006-04-03 00:00:00+00:00,60.22,90490.0,44.92,25.86,195.05,71.86,46.17,34.26,16.59,25.45,23.07,13.12,17.53,45.85,17.5,20.46,25.93,39.08,50.87
2006-04-04 00:00:00+00:00,58.79,90090.0,45.35,25.87,202.37,72.2,45.9,34.82,16.68,25.5,23.13,13.17,17.52,45.95,17.62,20.57,26.15,38.85,51.47
2006-04-05 00:00:00+00:00,64.6,89990.0,45.81,25.66,204.2,72.82,45.57,35.05,16.63,25.87,23.22,13.27,17.56,45.64,17.6,20.47,26.25,39.16,51.82
2006-04-06 00:00:00+00:00,68.47,90000.0,45.74,25.73,205.8,72.51,45.65,34.84,16.52,25.04,23.07,13.13,17.51,45.55,17.39,20.26,26.17,38.9,51.76
2006-04-07 00:00:00+00:00,67.08,89200.0,45.15,25.37,203.28,71.36,45.12,34.35,16.39,24.78,22.81,13.08,17.23,45.38,17.2,20.33,25.94,38.45,51.12
2006-04-10 00:00:00+00:00,66.0,88590.0,45.98,25.29,208.4,71.03,45.03,34.5,16.44,24.74,22.84,13.16,17.2,45.27,17.12,20.14,25.96,38.18,51.63
2006-04-11 00:00:00+00:00,65.35,88000.0,45.78,25.39,205.04,70.22,45.06,34.28,16.37,24.48,22.71,13.17,16.99,44.75,16.95,19.7,25.95,38.02,51.68
2006-04-12 00:00:00+00:00,64.12,87363.0,45.17,25.69,204.68,69.86,45.16,34.52,16.31,24.33,22.77,13.11,17.04,44.69,16.85,19.86,25.95,38.35,51.23
2006-04-13 00:00:00+00:00,63.89,86700.0,45.25,25.27,201.28,70.93,45.19,34.76,16.35,24.39,22.66,13.01,17.1,44.84,16.82,19.74,26.06,38.24,51.32
2006-04-17 00:00:00+00:00,62.29,86300.0,45.67,24.82,203.61,70.63,44.98,34.6,16.27,24.29,22.46,13.07,17.05,44.39,16.72,19.53,25.98,38.28,51.72
2006-04-18 00:00:00+00:00,63.65,86100.0,46.86,25.25,202.32,72.08,45.36,35.1,16.37,24.78,22.78,13.32,17.4,44.49,17.06,19.97,26.22,38.77,52.97
2006-04-19 00:00:00+00:00,63.1,86825.0,46.97,25.27,205.46,70.82,45.27,35.11,16.52,24.73,22.62,13.61,17.32,44.66,16.93,19.71,26.09,38.83,53.6
2006-04-20 00:00:00+00:00,65.0,86450.0,46.22,25.44,207.71,70.96,45.43,35.1,16.57,25.16,22.62,13.46,17.41,44.81,16.66,19.59,26.21,38.77,53.28
2006-04-21 00:00:00+00:00,64.44,86600.0,47.33,25.33,218.77,70.65,45.55,35.01,16.59,24.97,22.72,13.58,17.35,44.88,16.67,19.56,26.21,38.28,54.18
2006-04-24 00:00:00+00:00,63.2,86800.0,46.96,25.3,220.47,71.04,45.51,35.16,16.47,24.7,22.69,13.77,17.3,45.09,16.79,19.43,26.24,38.05,53.69
2006-04-25 00:00:00+00:00,63.6,86950.0,46.51,25.33,213.79,71.52,45.42,34.78,16.39,24.61,22.69,13.94,17.25,45.62,16.83,19.55,26.23,38.12,53.31
2006-04-26 00:00:00+00:00,65.5,88700.0,46.36,25.44,213.2,72.11,45.68,35.14,16.54,24.67,22.68,14.0,17.42,46.21,17.2,19.9,26.44,38.42,52.6
2006-04-27 00:00:00+00:00,66.67,88000.0,46.18,25.67,210.23,72.57,45.76,36.21,16.67,24.87,22.81,14.2,17.35,46.5,17.35,20.04,27.07,38.13,52.03
2006-04-28 00:00:00+00:00,67.66,89000.0,46.98,25.79,209.18,71.24,45.73,37.39,16.63,24.74,20.21,13.88,17.68,46.37,17.24,19.87,27.69,37.62,52.58
2006-05-01 00:00:00+00:00,66.9,89650.0,47.09,25.64,199.65,71.14,45.72,36.89,16.63,24.61,20.33,13.87,17.53,46.11,17.2,19.73,27.41,38.38,52.87
2006-05-02 00:00:00+00:00,68.84,89280.0,48.35,25.71,197.6,71.31,45.78,37.48,16.74,24.78,20.1,13.73,17.57,46.29,17.2,19.63,27.36,38.57,53.91
2006-05-03 00:00:00+00:00,68.38,88700.0,47.66,25.65,197.28,71.55,45.53,37.45,16.61,24.55,19.39,13.62,17.56,44.78,17.09,19.63,27.35,39.01,53.16
2006-05-04 00:00:00+00:00,68.37,88000.0,47.73,25.94,197.57,71.32,45.46,37.64,16.68,24.66,19.62,13.59,17.6,44.5,17.05,19.73,27.69,38.77,52.77
2006-05-05 00:00:00+00:00,69.1,88710.0,48.0,26.21,197.35,72.05,45.8,38.43,16.93,24.78,19.92,13.75,17.73,44.39,17.08,19.86,27.97,39.48,53.35
2006-05-08 00:00:00+00:00,69.1,89200.0,47.74,26.09,197.59,71.97,45.81,37.98,17.19,24.76,19.86,13.54,17.82,44.88,17.19,19.8,27.78,39.75,53.11
2006-05-09 00:00:00+00:00,68.27,89899.0,48.4,26.09,204.6,72.27,45.54,37.91,17.31,24.75,19.77,13.42,17.8,45.01,17.3,19.76,27.74,40.0,53.3
2006-05-10 00:00:00+00:00,67.86,89800.0,48.41,25.87,201.69,71.98,45.51,37.83,17.27,24.92,19.9,13.55,17.64,44.88,17.21,19.45,27.6,39.92,53.52
2006-05-11 00:00:00+00:00,65.5,89900.0,48.28,25.73,193.69,71.6,45.91,37.2,17.19,24.8,19.43,13.23,17.48,44.33,17.17,19.19,27.41,39.48,53.17
2006-05-12 00:00:00+00:00,65.07,89503.0,47.26,25.56,187.25,71.54,45.9,36.51,17.11,24.65,19.39,13.3,17.26,43.82,16.85,19.12,27.28,38.89,52.14
2006-05-15 00:00:00+00:00,65.16,89910.0,46.62,25.77,188.29,71.97,46.79,36.69,17.42,24.93,19.45,13.29,17.53,44.27,16.96,18.96,27.48,39.63,51.94
2006-05-16 00:00:00+00:00,62.46,90500.0,46.98,25.94,185.84,71.34,47.01,36.51,17.38,25.24,19.33,13.5,17.54,44.64,16.95,19.07,27.59,40.16,51.91
2006-05-17 00:00:00+00:00,62.72,90650.0,45.77,25.66,187.44,70.57,46.92,35.63,17.26,24.68,19.1,13.17,17.1,44.07,16.51,18.53,27.0,39.27,50.42
2006-05-18 00:00:00+00:00,60.73,92100.0,45.58,25.46,185.68,70.04,46.93,35.21,17.26,25.25,19.18,13.1,16.83,43.72,16.27,18.29,26.67,39.59,50.18
2006-05-19 00:00:00+00:00,62.0,91500.0,45.4,25.47,185.2,69.71,46.74,35.22,17.3,24.74,18.96,13.03,16.78,43.13,16.62,18.59,26.83,39.68,50.64
2006-05-22 00:00:00+00:00,60.92,92900.0,45.21,25.4,185.66,69.48,46.71,35.13,17.28,24.73,19.22,12.89,16.71,43.24,16.6,18.52,27.07,39.7,50.92
2006-05-23 00:00:00+00:00,60.7,91100.0,45.11,25.36,187.98,69.32,46.82,34.74,17.27,24.75,19.15,12.81,16.9,43.41,16.6,18.57,27.17,39.84,50.59
2006-05-24 00:00:00+00:00,60.88,92200.0,44.73,25.54,190.82,69.27,47.43,34.72,17.45,24.39,19.75,13.11,16.79,43.67,16.74,18.5,27.21,40.27,50.35
2006-05-25 00:00:00+00:00,61.83,92010.0,46.19,25.66,191.69,69.59,47.46,35.3,17.59,24.72,19.95,13.38,16.8,44.02,16.9,18.74,27.25,41.46,51.54
2006-05-26 00:00:00+00:00,61.08,92500.0,46.46,25.59,190.87,70.12,47.65,35.61,17.63,24.84,19.93,13.37,16.91,43.91,17.25,18.94,27.31,41.63,51.59
2006-05-30 00:00:00+00:00,58.84,92100.0,45.39,25.39,186.16,69.6,46.99,34.96,17.31,23.82,19.45,13.34,16.61,43.32,16.99,18.59,26.91,40.5,50.43
2006-05-31 00:00:00+00:00,57.45,92290.0,46.43,25.54,186.1,69.38,47.28,35.13,17.45,24.21,19.03,13.53,16.67,43.21,17.14,18.77,26.96,40.62,51.03
2006-06-01 00:00:00+00:00,59.75,91990.0,46.57,25.76,191.5,70.06,47.62,35.9,17.41,24.58,19.17,13.53,16.84,43.4,17.7,19.23,27.48,40.57,51.2
2006-06-02 00:00:00+00:00,59.26,91750.0,47.17,25.84,189.91,69.05,47.69,36.09,17.4,24.68,19.12,13.46,17.04,42.97,17.58,19.21,27.68,40.1,51.65
2006-06-05 00:00:00+00:00,57.67,91800.0,46.09,25.51,187.41,68.65,47.21,35.4,17.21,24.34,18.91,13.18,16.86,42.36,17.49,18.98,27.35,39.57,50.31
2006-06-06 00:00:00+00:00,57.4,91500.0,45.76,25.76,195.19,69.26,47.85,34.91,17.24,24.65,18.59,13.15,16.79,42.51,17.58,19.07,27.48,39.43,50.6
2006-06-07 00:00:00+00:00,56.29,90900.0,44.39,25.65,193.45,68.73,48.03,34.81,17.19,24.69,18.52,12.88,16.84,42.41,17.49,19.15,27.71,39.44,49.28
2006-06-08 00:00:00+00:00,58.4,90401.0,44.93,25.77,196.85,66.89,48.33,34.89,17.2,24.7,18.58,12.87,16.81,43.6,17.48,19.05,28.13,39.66,49.91
2006-06-09 00:00:00+00:00,56.94,90973.0,44.67,25.4,193.48,67.41,48.19,34.68,17.26,24.58,18.42,12.81,16.58,43.37,17.51,18.95,28.07,39.52,49.26
2006-06-12 00:00:00+00:00,54.79,90650.0,44.72,25.25,190.96,66.88,48.19,34.27,17.17,24.26,18.24,12.6,16.41,43.26,17.53,18.85,28.11,39.4,48.79
2006-06-13 00:00:00+00:00,56.06,90500.0,44.09,25.15,193.45,66.8,47.93,33.39,17.13,24.47,18.07,12.51,16.23,43.12,17.77,18.98,27.24,39.85,47.46
2006-06-14 00:00:00+00:00,55.37,90100.0,44.91,25.27,192.39,67.48,48.09,32.93,17.09,24.35,18.38,12.55,16.28,43.68,17.87,19.02,27.02,40.0,48.42
2006-06-15 00:00:00+00:00,57.07,91800.0,46.15,25.43,195.7,68.21,48.26,33.45,17.18,24.96,18.54,13.03,16.58,43.72,18.24,19.36,27.18,40.8,49.53
2006-06-16 00:00:00+00:00,55.32,91600.0,45.59,25.3,195.55,67.68,48.43,33.08,17.25,25.02,18.57,13.5,16.51,43.83,18.28,19.57,27.07,40.51,49.26
2006-06-19 00:00:00+00:00,54.98,92600.0,44.66,25.14,194.26,67.44,48.17,32.91,17.14,25.06,18.95,13.59,16.24,43.71,18.31,19.35,26.99,40.47,48.08
2006-06-20 00:00:00+00:00,55.24,92300.0,44.66,25.12,193.78,67.72,48.31,33.36,17.09,25.39,18.96,13.56,16.17,44.27,18.14,19.7,27.0,40.61,48.08
2006-06-21 00:00:00+00:00,55.61,92500.0,45.25,25.1,201.27,67.99,48.51,33.95,17.17,25.64,19.39,13.82,15.98,44.46,17.97,19.77,27.07,41.0,48.64
2006-06-22 00:00:00+00:00,57.27,91980.0,45.55,24.97,200.18,67.02,48.03,33.83,17.11,25.63,19.22,13.63,15.96,44.49,17.95,19.7,26.97,40.65,48.57
2006-06-23 00:00:00+00:00,56.54,92100.0,45.59,24.91,202.63,66.95,48.14,33.67,17.07,25.4,18.91,14.17,15.95,44.39,18.0,19.75,26.61,40.2,48.68
2006-06-26 00:00:00+00:00,56.7,91500.0,46.34,24.94,202.31,66.99,47.27,34.19,17.1,25.46,19.17,13.95,16.21,44.6,17.97,19.72,26.75,40.3,49.28
2006-06-27 00:00:00+00:00,55.2,91450.0,46.67,24.7,201.36,66.54,46.76,33.65,16.97,25.24,19.21,13.79,16.06,44.41,17.99,19.51,26.46,39.94,49.97
2006-06-28 00:00:00+00:00,53.84,92050.0,47.65,24.73,203.26,66.48,46.5,34.0,16.93,25.52,19.46,13.87,16.13,44.42,18.03,19.62,26.91,40.18,51.21
2006-06-29 00:00:00+00:00,56.68,92200.0,48.49,24.99,209.11,67.37,47.02,35.16,17.19,26.1,19.72,14.02,16.37,45.4,18.22,20.03,27.38,40.84,52.25
2006-06-30 00:00:00+00:00,55.05,91659.0,48.19,24.76,209.87,66.7,47.05,34.6,17.17,26.49,19.58,13.78,16.53,44.29,18.34,20.15,27.25,40.39,51.4
2006-07-03 00:00:00+00:00,55.7,91600.0,48.73,25.03,211.81,67.74,47.23,35.61,17.31,26.63,19.91,14.09,16.61,44.85,18.37,20.18,27.39,39.88,52.07
